인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
예비인증,제1종 근린생활시설,주거용 이외,30.13,충북,제천시 공공산후조리원 건립사업,제천시보건소,5, 2023-11-28
예비인증,"임대주택 (영구, 국민, 공공)",주거용,25.95,경기,남양주왕숙2 A-9BL 공동주택,한국토지주택공사,5, 2023-11-27
예비인증,교육연구시설,주거용 이외,24.38,강원,특수목적 유·무인 드론 시험평가센터,한국산업기술시험원,5, 2023-11-27
예비인증,운동시설,주거용 이외,128.80,제주,안덕면 문화체육복합센터,제주특별자치도 서귀포시청,1, 2023-11-27
본인증,교육연구시설,주거용 이외,86.12,대전,충남대학교 융합교육혁신센터,충남대학교,2, 2023-11-27
본인증,문화 및 집회시설,주거용 이외,53.33,경남,유등전시관,진주시청,4, 2023-11-27
예비인증,노유자시설,주거용 이외,27.92,경북,김천1일반산업단지 복합문화센터,김천시청,5, 2023-11-27
본인증,의료시설,주거용 이외,67.64,충북,충북권 공공 어린이재활의료센터,충청북도청주의료원,3, 2023-11-27
예비인증,교육연구시설,주거용 이외,23.38,경기,(가칭)고산중학교 신축공사 설계용역,광주하남교육지원청,5, 2023-11-25
본인증,노유자시설,주거용 이외,44.75,경기,의정부시 공립 새시대 하나어린이집,의정부시청,4, 2023-11-24
예비인증,교육연구시설,주거용 이외,25.89,광주,(가칭) 선운2초등학교 신축공사 설계용역,광주광역시교육청,5, 2023-11-24
예비인증,운동시설,주거용 이외,27.03,전남,곡성군 볼링장,전남곡성군청,5, 2023-11-24
예비인증,제1종 근린생활시설,주거용 이외,22.59,경남,일운마을회관,한국농어촌공사 경남지역본부,5, 2023-11-24
예비인증,제1종 근린생활시설,주거용 이외,55.58,서울,국회대로 상부공원 조성공사,서울특별시,4, 2023-11-24
예비인증,제1종 근린생활시설,주거용 이외,121.00,경남,로타리대피소,국립공원공단지리산국립공원경남사무소,1, 2023-11-24
예비인증,교정 및 군사 시설,주거용 이외,29.38,부산,동원훈련시설,국방시설본부,5, 2023-11-24
예비인증,교육연구시설,주거용 이외,24.75,인천,그린스마트 미래학교 (인천여상 본관동),인천광역시 남부교육지원청,5, 2023-11-24
본인증,교육연구시설,주거용 이외,28.27,광주,효동유치원,광주광역시교육청,5, 2023-11-24
예비인증,교육연구시설,주거용 이외,25.73,강원,중앙근린공원(2구역) 어린이도서관,중앙근린공원개발 주식회사,5, 2023-11-24
본인증,교육연구시설,주거용 이외,44.27,경기,한들초등학교,(주)디케이아시아,4, 2023-11-24
예비인증,교정 및 군사 시설,주거용 이외,66.08,전북,군산교도소 수용동 ,법무부,3, 2023-11-24
예비인증,운동시설,주거용 이외,25.39,경북,풍각면 복합체육시설,청도군청,5, 2023-11-24
본인증,노유자시설,주거용 이외,48.07,대구,함장 종합사회복지관,수성구청,4, 2023-11-24
본인증,업무시설,주거용 이외,151.00,경기,동탄9동 행정복지센터,화성시 지역개발사업소,1, 2023-11-23
예비인증,업무시설,주거용 이외,36.87,경기,남양주 다산우체국 건립공사,우정사업본부,5, 2023-11-23
예비인증,교육연구시설,주거용 이외,72.64,전북,전라유학진흥원 건립사업,전라북도청,3, 2023-11-23
예비인증,숙박시설,주거용 이외,28.30,경남,동동농공단지 복합문화센터,의령군청,5, 2023-11-23
본인증,교정 및 군사 시설,주거용 이외,40.07,경남,기군단 부사관후보생 교육관,경상시설단,4, 2023-11-23
예비인증,제1종 근린생활시설,주거용 이외,22.72,대구,남산 정 마음이음공간,대구광역시중구청,5, 2023-11-23
본인증,교정 및 군사 시설,주거용 이외,47.24,강원,송학레스텔,국방시설본부,4, 2023-11-23
본인증,업무시설,주거용 이외,140.90,전남,전라남도 동부청사,전라남도 동부지역본부,1, 2023-11-23
예비인증,교육연구시설,주거용 이외,32.80,전남,여수서초등학교,전남여수서초스마트 주식회사,5, 2023-11-23
본인증,업무시설,주거용 이외,74.83,충남,온양5동 행정복지센터,아산시청,3, 2023-11-22
본인증,업무시설,주거용 이외,27.23,경북,북면청사,울진군청,5, 2023-11-22
예비인증,교육연구시설,주거용 이외,27.91,강원,강릉경찰수련원,강원특별자치도경찰청,5, 2023-11-22
예비인증,공동주택,주거용,42.72,경북,경상북도교육청 직원관사 신축공사,경상북도교육청,4, 2023-11-22
예비인증,교육연구시설,주거용 이외,31.41,전북,국민연금공단 인재개발원,국민연금공단,5, 2023-11-22
본인증,노유자시설,주거용 이외,52.14,인천,옹진 가족돌봄 문화센터 신축공사,옹진군청,4, 2023-11-22
본인증,업무시설,주거용 이외,36.03,서울,국립경찰교향악단,경찰대학,5, 2023-11-22
예비인증,교육연구시설,주거용 이외,33.97,경기,부천 소사본동 134번지 일원 소사본동 문화체육센터,부천소사PFV,5, 2023-11-21
예비인증,제1종 근린생활시설,주거용 이외,49.44,경남,김해 로컬푸드 복합시설,김해시청,4, 2023-11-21
본인증,교육연구시설,주거용 이외,45.75,경북,경북소프트웨어고등학교,경상북도교육청,4, 2023-11-21
예비인증,교정 및 군사 시설,주거용 이외,34.69,경기,육군 5군단 직할 15화생방대대 행정동,국방시설본부,5, 2023-11-21
예비인증,교육연구시설,주거용 이외,27.46,경기,(가칭) 화양1중학교 신축공사 설계용역,경기도평택교육지원청,5, 2023-11-21
본인증,제1종 근린생활시설,주거용 이외,27.97,경남,도시재생뉴딜 한들거점센터,함양군청,5, 2023-11-21
예비인증,제1종 근린생활시설,주거용 이외,81.16,충북,옥천소방서 이원119 안전센터 신축공사,옥천소방서,2, 2023-11-21
예비인증,교육연구시설,주거용 이외,64.01,경남,문산중학교 별관 증축,경상남도진주교육지원청,3, 2023-11-21
예비인증,묘지 관련 시설,주거용 이외,20.46,경남,창원시립 상복공원 제3봉안당 건립사업,창원시청,5, 2023-11-21
예비인증,교육연구시설,주거용 이외,20.51,제주,표선고 학생기숙사 증축,제주특별자치도교육청,5, 2023-11-20
예비인증,업무시설,주거용 이외,23.67,서울,수서동복합문화센터,강남구청 주민자치과,5, 2023-11-20
예비인증,교육연구시설,주거용 이외,28.58,충북,가흥초등학교 다목적교실 및 특별교실,충주교육지원청,5, 2023-11-20
예비인증,제2종 근린생활시설,주거용 이외,25.38,제주,대정농공단지 복합문화센터,제주특별자치도 서귀포시청,5, 2023-11-20
예비인증,업무시설,주거용 이외,42.09,경남,고현동 복합커뮤니티센터,거제시청,4, 2023-11-20
예비인증,제1종 근린생활시설,주거용 이외,20.54,경기,광주송정복합 건립사업,경기주택도시공사,5, 2023-11-20
본인증,업무시설,주거용 이외,43.53,전북,전주 덕진구 혁신동 주민센터,전주시 덕진구청,4, 2023-11-20
예비인증,교육연구시설,주거용 이외,49.58,울산,(가칭) 어린이독서체험관,울산광역시교육청,4, 2023-11-20
예비인증,제1종 근린생활시설,주거용 이외,127.40,충남,충남 서천군 서면 종합복지회관,서천군청,1, 2023-11-20
예비인증,교육연구시설,주거용 이외,91.12,전북,한빛권 방사능방재지휘센터,한국원자력안전기술원,2, 2023-11-17
예비인증,운동시설,주거용 이외,23.59,전북,변산 국민체육센터 건립사업,부안군청,5, 2023-11-17
예비인증,제1종 근린생활시설,주거용 이외,27.80,전북,고창군 농업인 창업가공교육센터 신축공사,고창군청,5, 2023-11-17
예비인증,교육연구시설,주거용 이외,25.72,경남,증산중학교 시설복합화 신축공사,양산시청,5, 2023-11-17
예비인증,운동시설,주거용 이외,20.61,전남,구례 웰니스 복합센터,구례군청,5, 2023-11-17
본인증,업무시설,주거용 이외,30.96,경기,호계2동 행정복지센터,안양시청,5, 2023-11-17
본인증,노유자시설,주거용 이외,27.54,경남,상하북종합사회복지관,양산시청,5, 2023-11-17
본인증,묘지 관련 시설,주거용 이외,35.88,강원,강릉청솔공원 봉안당,강릉시청(청솔공원),5, 2023-11-17
예비인증,제1종 근린생활시설,주거용 이외,28.26,대구,황금동 다함께어울림센터,수성구청,5, 2023-11-17
본인증,운동시설,주거용 이외,30.37,강원,강릉 궁도장 조성공사,강릉시청,5, 2023-11-17
예비인증,문화 및 집회시설,주거용 이외,140.10,전남,장흥읍 농촌중심지활성화사업 누리센터 신축공사,한국농어촌공사 장흥지사,1, 2023-11-17
본인증,업무시설,주거용 이외,106.40,전남,신안경찰서 청사,전남지방경찰청,1, 2023-11-16
본인증,교육연구시설,주거용 이외,78.63,대전,광학전자부품시험동,국방기술품질원,3, 2023-11-16
예비인증,의료시설,주거용 이외,30.46,강원,국립춘천병원 정신재활치료시설,국립춘천병원,5, 2023-11-16
예비인증,교정 및 군사 시설,주거용 이외,56.80,강원,22-국-OO부대 설계용역(B546) 11사단 홍천 간부숙소 신축공사,국방시설본부,4, 2023-11-16
예비인증,문화 및 집회시설,주거용 이외,35.25,충북,천지인 삼태극 풍수휴양촌,충주시청,5, 2023-11-15
본인증,운동시설,주거용 이외,42.41,경기,동두천 반다비 체육센터,동두천시청,4, 2023-11-15
예비인증,교육연구시설,주거용 이외,30.38,경북,울진 교직원 연립관사 신축공사,경상북도울진교육지원청,5, 2023-11-15
예비인증,문화 및 집회시설,주거용 이외,22.50,경남,함안목재문화체험장,함안군청,5, 2023-11-15
본인증,업무시설,주거용 이외,120.90,경기,시흥경찰서 별관동,경기도남부경찰청,1, 2023-11-15
본인증,운동시설,주거용 이외,83.10,경남,천성산국민체육센터,양산시청,2, 2023-11-15
본인증,노유자시설,주거용 이외,24.60,경남,통영시 가족센터, 통영시청,5, 2023-11-15
본인증,업무시설,주거용 이외,47.01,서울,성동구 송정동 공공복합청사,한국자산관리공사,4, 2023-11-15
본인증,노유자시설,주거용 이외,32.22,경기,군포시 가족센터,군포시청,5, 2023-11-15
예비인증,교정 및 군사 시설,주거용 이외,35.75,경남,군악합동연주실 및 교육관통합시설,국방시설본부,5, 2023-11-15
본인증,교육연구시설,주거용 이외,24.74,강원,화천커뮤니티센터,화천군청,5, 2023-11-15
예비인증,교정 및 군사 시설,주거용 이외,29.72,경북,15해감대대 행정동 신축(B508),국방시설본부,5, 2023-11-15
예비인증,업무시설,주거용 이외,41.10,전남,"전남 곡성군 청사 건립공사(청사동,의회동)",곡성군청,4, 2023-11-15
예비인증,제1종 근린생활시설,주거용 이외,22.55,제주,건입동 마을공동체 통합복합센터,제주시청,5, 2023-11-14
본인증,제1종 근린생활시설,주거용 이외,35.02,충북,증평 창의파크 건립사업,증평군청,5, 2023-11-14
예비인증,제1종 근린생활시설,주거용 이외,37.18,전남,영산포 청년창작소 신축공사,나주시청,5, 2023-11-13
본인증,업무시설,주거용 이외,91.43,경남,진주 상평산단 혁신지원센터 및 복합문화센터,진주시청,2, 2023-11-13
본인증,교정 및 군사 시설,주거용 이외,43.49,강원,"00사업 설계용역(19-B144), 병영생활관",국방시설본부,4, 2023-11-13
본인증,교정 및 군사 시설,주거용 이외,47.87,강원,"2군단 방공단 본부, 지원중대, 대공포대대 행정시설",국방시설본부,4, 2023-11-13
예비인증,공장,주거용 이외,42.38,경남,거창군 신활력공유센터 신축공사,거창군,4, 2023-11-13
예비인증,교육연구시설,주거용 이외,33.23,대구,대구 두류초등학교 증축공사,내당3지구지역주택조합,5, 2023-11-13
예비인증,교육연구시설,주거용 이외,89.78,인천,인천검단중 그린스마트 미래학교,인천광역시서부교육지원청,2, 2023-11-13
예비인증,자원순환 관련 시설,주거용 이외,22.10,강원,원주공공하수처리시설 유입침사지증설(관리동),원주시청,5, 2023-11-13
본인증,묘지 관련 시설,주거용 이외,50.00,전북,서남권 추모공원 2단계 봉안당,정읍시청,4, 2023-11-10
예비인증,업무시설,주거용 이외,63.31,서울,대검찰청 국가디지털포렌식센터 증축,법무부,3, 2023-11-10
예비인증,교정 및 군사 시설,주거용 이외,62.15,전북,22-국-OO부대 설계용역(B564) 35사단 간부숙소 신축공사,국방시설본부,3, 2023-11-10
예비인증,교정 및 군사 시설,주거용 이외,30.64,경기,육군 6군단 5사단 35여단 3대대 신교대 행정동,국방시설본부,5, 2023-11-10
